670825.0,3250150.0
670215.0,3250050.0
669215.0,3249360.0
668425.0,3249280.0
667745.0,3248870.0
667225.0,3247740.0
666975.0,3246470.0
667115.0,3245890.0
667025.0,3245450.0
666735.0,3245050.0
665885.0,3244450.0
665725.0,3243840.0
665225.0,3243410.0
663475.0,3243130.0
661545.0,3243270.0
660835.0,3243920.0
660445.0,3245200.0
660425.0,3245800.0
660005.0,3245450.0
660015.0,3244920.0
660345.0,3244220.0
660505.0,3243250.0
660905.0,3242570.0
662635.0,3240700.0
663775.0,3239130.0
664105.0,3237970.0
664655.0,3237420.0
665125.0,3236600.0
665565.0,3236160.0
666165.0,3235860.0
671465.0,3247710.0
670775.0,3248550.0
