659165.0,3274210.0
659005.0,3274010.0
658990.0,3273705.0
658815.0,3273535.0
658745.0,3273575.0
658900.0,3273755.0
658890.0,3273985.0
658440.0,3274035.0
658325.0,3273970.0
658245.0,3273405.0
658305.0,3273265.0
658485.0,3273235.0
658405.0,3273115.0
658430.0,3272980.0
658210.0,3273000.0
658255.0,3273135.0
658165.0,3273220.0
657895.0,3273060.0
657945.0,3272900.0
658205.0,3272665.0
658365.0,3272640.0
658530.0,3272725.0
658730.0,3273005.0
658705.0,3273185.0
658835.0,3273135.0
659145.0,3273430.0
659600.0,3273490.0
659810.0,3273620.0
659725.0,3273865.0
659530.0,3273905.0
