656490.0,3276495.0
656190.0,3276380.0
655980.0,3275910.0
655465.0,3275775.0
655185.0,3275610.0
655115.0,3275455.0
655300.0,3275380.0
655315.0,3275285.0
655065.0,3275330.0
654535.0,3275050.0
654525.0,3274970.0
654645.0,3274890.0
654610.0,3274655.0
654490.0,3274630.0
654340.0,3274740.0
654235.0,3274695.0
654230.0,3274570.0
654545.0,3274520.0
654700.0,3274415.0
654620.0,3274055.0
654675.0,3273885.0
654835.0,3273780.0
654965.0,3273855.0
654930.0,3274035.0
655025.0,3273975.0
655265.0,3273945.0
655705.0,3273695.0
655850.0,3273790.0
655805.0,3274190.0
655965.0,3274575.0
655815.0,3274605.0
655710.0,3274520.0
655465.0,3274835.0
655680.0,3274880.0
655860.0,3274690.0
655970.0,3274790.0
656000.0,3274955.0
655830.0,3275010.0
655775.0,3275180.0
655950.0,3275365.0
655895.0,3275535.0
655960.0,3275610.0
656085.0,3275465.0
656045.0,3275050.0
656175.0,3275040.0
656300.0,3275165.0
656405.0,3275445.0
656210.0,3275685.0
656280.0,3275810.0
656470.0,3275750.0
656555.0,3275430.0
656670.0,3275385.0
656615.0,3275165.0
656765.0,3275020.0
656850.0,3275025.0
656920.0,3275160.0
656920.0,3275470.0
657095.0,3275390.0
657035.0,3275145.0
657200.0,3275195.0
657290.0,3275075.0
656955.0,3274950.0
656980.0,3274795.0
657405.0,3274700.0
657585.0,3274500.0
657860.0,3274635.0
658010.0,3274495.0
658005.0,3274395.0
658145.0,3274255.0
657900.0,3274190.0
657960.0,3274050.0
658415.0,3274140.0
658855.0,3274110.0
658810.0,3274255.0
658895.0,3274450.0
658705.0,3274455.0
658655.0,3274665.0
658720.0,3274790.0
658410.0,3274880.0
658205.0,3275125.0
658375.0,3275150.0
658440.0,3275330.0
658520.0,3275050.0
658775.0,3274925.0
658715.0,3275180.0
658785.0,3275210.0
658870.0,3275030.0
658990.0,3275065.0
659005.0,3275240.0
658800.0,3275385.0
658920.0,3275420.0
659050.0,3275595.0
659105.0,3275550.0
659040.0,3275400.0
659140.0,3275210.0
659335.0,3275385.0
659540.0,3275350.0
659350.0,3275115.0
659125.0,3275050.0
659110.0,3274940.0
659340.0,3274890.0
659410.0,3274985.0
659585.0,3274970.0
659695.0,3274880.0
659675.0,3274750.0
659865.0,3274695.0
660005.0,3274755.0
659895.0,3275080.0
659565.0,3275350.0
659780.0,3275900.0
659725.0,3276175.0
659380.0,3275955.0
658915.0,3275820.0
658840.0,3275555.0
658700.0,3275465.0
658560.0,3275560.0
658430.0,3275495.0
658295.0,3275565.0
657835.0,3275340.0
657735.0,3275110.0
657555.0,3275095.0
657270.0,3275375.0
657250.0,3275700.0
656720.0,3275605.0
656590.0,3275665.0
656610.0,3276015.0
657100.0,3276295.0
657125.0,3276395.0
