654052.9499,3293647.883
658085.0445,3290849.421
653949.6684,3281959.309
646386.2906,3286144.952
645608.8518,3284453.171
647195.0338,3283803.663
643869.6597,3279827.873
640909.9832,3278900.179
641803.3474,3272020.02
626595.5003,3239346.658
661149.6704,3224391.753
677701.0654,3261527.976
672471.6157,3267996.274
673402.7855,3269374.613
672203.7204,3270226.772
673739.2365,3274651.055
676706.3667,3276457.134
674584.9403,3280556.648
675750.4111,3291481.004
670703.9163,3291807.234
671925.5686,3285325.765
669733.2271,3283126.076
662214.7733,3280601.431
657606.6327,3284845.671
660388.7401,3292526.911
656316.4286,3295264.061
655747.5922,3298960.165
652881.5853,3298934.243
