663260.0,3279630.0
662995.0,3279560.0
662875.0,3279220.0
662530.0,3279000.0
662400.0,3278725.0
662390.0,3278625.0
662555.0,3278550.0
662675.0,3278320.0
662585.0,3278155.0
662630.0,3277940.0
662450.0,3277865.0
662405.0,3277705.0
662415.0,3277430.0
662485.0,3277350.0
662615.0,3277350.0
662595.0,3277465.0
662715.0,3277630.0
662945.0,3277400.0
663090.0,3277510.0
663635.0,3277535.0
663615.0,3277775.0
663445.0,3277700.0
663335.0,3277735.0
663335.0,3277810.0
663495.0,3277900.0
663440.0,3278140.0
663330.0,3278245.0
662935.0,3278285.0
662880.0,3278475.0
662910.0,3278655.0
663200.0,3278725.0
663165.0,3278875.0
663720.0,3278970.0
663475.0,3279155.0
663650.0,3279415.0
663415.0,3279425.0
