datetime,Q
2021-03-23 23:45:00,-676.2578054400002
2021-03-24 00:00:00,-673.9669896000001
2021-03-24 00:15:00,-683.1302529600002
2021-03-24 00:30:00,-671.67617376
2021-03-24 00:45:00,-667.0945420800001
2021-03-24 01:00:00,-673.9669896000001
2021-03-24 01:15:00,-673.9669896000001
2021-03-24 01:30:00,-664.8037262400002
2021-03-24 01:45:00,-660.2220945600001
2021-03-24 02:00:00,-662.5129104
2021-03-24 02:15:00,-664.8037262400002
2021-03-24 02:30:00,-662.5129104
2021-03-24 02:45:00,-657.9312787200001
2021-03-24 03:00:00,-655.6404628800002
2021-03-24 03:15:00,-648.7680153600002
2021-03-24 03:30:00,-648.7680153600002
2021-03-24 03:45:00,-644.1863836800002
2021-03-24 04:00:00,-644.1863836800002
2021-03-24 04:15:00,-648.7680153600002
2021-03-24 04:30:00,-639.6047520000001
2021-03-24 04:45:00,-639.6047520000001
2021-03-24 05:00:00,-632.73230448
2021-03-24 05:15:00,-639.6047520000001
2021-03-24 05:30:00,-637.3139361600001
2021-03-24 05:45:00,-628.1506728
2021-03-24 06:00:00,-625.8598569600001
2021-03-24 06:15:00,-628.1506728
2021-03-24 06:30:00,-625.8598569600001
2021-03-24 06:45:00,-630.4414886400001
2021-03-24 07:00:00,-630.4414886400001
2021-03-24 07:15:00,-628.1506728
2021-03-24 07:30:00,-616.6965936000001
2021-03-24 07:45:00,-625.8598569600001
2021-03-24 08:45:00,-618.9874094400001
2021-03-24 09:00:00,-621.2782252800001
2021-03-24 09:15:00,-609.8241460800001
2021-03-24 09:30:00,-625.8598569600001
2021-03-24 09:45:00,-618.9874094400001
2021-03-24 10:00:00,-612.11496192
2021-03-24 10:15:00,-616.6965936000001
2021-03-24 10:30:00,-618.9874094400001
2021-03-24 10:45:00,-621.2782252800001
2021-03-24 11:00:00,-618.9874094400001
2021-03-24 11:15:00,-612.11496192
2021-03-24 11:30:00,-607.5333302400002
2021-03-24 11:45:00,-609.8241460800001
2021-03-24 12:00:00,-612.11496192
2021-03-24 12:15:00,-600.66088272
